instname,state,zip,control,medical,hospital,fte_count,tuition,revenue,tuition_discount,any_aid_num,any_aid_pct,fed_grant_num,fed_grant_pct,fed_grant_avg_amount,state_grant_num,state_grant_pct,state_grant_avg_amount,inst_grant_num,inst_grant_pct,inst_grant_avg,loan_num,loan_pct,loan_avg_amount,fee01_tf,tuition02_tf,tuition03_tf,fee05_tf,tuition06_tf,tuition07_tf,total01,assets06,liabilities07,assets11,land04,assets15,endow02m,assets16,associatedegrees,bachelordegrees,masterdegrees,doctordegrees,firstprofdegrees,awardslessthan1yr,awards1yrto2yr,awards2yrto4yr,postbacccertificates,postmastcertificates,firstprofcertificates,postmastFPcert,totaldegrees,grad_rate_150_n,grad_rate_150_p,ugentering,fall_total_undergrad,total_full_time_undergraduates,total_full_time_graduates,total_full_time_postbacc,total_full_time,total_part_time_undergraduates,total_part_time_graduates,total_part_time_postbacc,total_part_time,total_undergraduates,total_graduates,total_postbacc,total_enrollment,total_enrollment_amin_tot,total_enrollment_asian_tot,total_enrollment_black_tot,total_enrollment_hisp_tot,total_enrollment_white_tot,total_enrollment_multi_tot,total_enrollment_unkn_tot,total_enrollment_nonres_tot,ftall03ug,ftall04ug,ftall05ug,ftall06ug,ftall08ug,ftall09ug,ftall10ug,ftall11ug,ftall12ug,ftall13ug,ftall14ug,ftall03gr,ftall04gr,ftall05gr,ftall06gr,ftall08gr,ftall09gr,ftall10gr,ftall11gr,ftall12gr,ftall13gr,ftall14gr,ftall03,ftall04,ftall05,ftall06,ftall08,ftall09,ftall10,ftall11,ftall12,ftall13,ftall14,ptall03ug,ptall04ug,ptall05ug,ptall06ug,ptall08ug,ptall09ug,ptall10ug,ptall11ug,ptall12ug,ptall13ug,ptall14ug,ptall03gr,ptall04gr,ptall05gr,ptall06gr,ptall08gr,ptall09gr,ptall10gr,ptall11gr,ptall12gr,ptall13gr,ptall14gr,ptall03,ptall04,ptall05,ptall06,ptall08,ptall09,ptall10,ptall11,ptall12,ptall13,ptall14,applcn,applcnm,applcnw,admssn,admssnm,admssnw,enrlt,enrlm,enrlw,applicantcount,admitcount,enrollftcount,enrollptcount,actcm25,actcm75,acten25,acten75,actmt25,actmt75,satmt25,satmt75,satvr25,satvr75,ftall1,ptall1,ft_faculty_per_100fte,pt_faculty_per_100fte,all_employees,ft_faculty_salary,full_time_employee_100fte,full_time_faculty_share,faculty_instr_headcount,LONGITUD,LATITUDE
California State University-Dominguez Hills,California,90747-0005,1,2,2,10750.50049,67964166,162880452,0.015432588,837,78,677,63,4741,397,37,1946,621,58,4134,321,30,3786,4645,11160,11160,5581,0,11160,141153995,240174749,63406558,176768191,10150500,176768191,,,,1453,856,,,,,,,,,,2309,208,0.309063893,4288,11156,6811,1543,1543,8354,4345,1778,1778,6123,11156,3321,3321,14477,47,1485,3586,5220,2278,,1615,246,17,1629,1452,1693,1069,394,199,238,112,8,,,,7,194,514,306,190,203,125,4,,17,1629,1459,1887,1583,700,389,441,237,12,,588,156,204,682,909,523,375,540,342,26,,,,0,61,335,347,287,421,309,18,,588,156,204,743,1244,870,662,961,651,44,,11055,3895,7160,5499,1716,3733,950,313,637,11055,5499,889,61,14,18,13,18,15,18,350,460,360,450,297,318,2.762662076,2.995209388,1236,77889.84642,8.167061624,0.479806139,293,-118.25869,33.867102
California State University-Fresno,California,93740,1,2,2,19030.56121,104349921,299074752,0.037765855,1868,71,1244,47,5383,1299,50,2274,1268,48,4734,694,26,5087,4672,11160,11160,5608,0,11160,287923239,419292244,130706709,288585535,2502292,288585535,,,,3455,904,9,17,,,,,,,,4385,1134,0.505572893,4640,18343,15487,1957,1957,17444,2856,1200,1200,4056,18343,3157,3157,21500,168,3185,1144,7008,7487,,1793,715,25,4478,4472,4243,1464,389,182,169,64,1,,,,14,657,652,230,165,170,66,3,,25,4478,4486,4900,2116,619,347,339,130,4,,273,212,314,871,642,213,132,131,61,7,,,,0,158,412,210,120,172,119,9,,273,212,314,1029,1054,423,252,303,180,16,,14537,6425,8112,10196,4384,5812,2823,1167,1656,14537,10196,2732,91,16,22,15,22,16,23,410,540,400,510,655,486,3.441832287,3.46285111,2363,75165.41194,8.712302185,0.49847793,653,-119.745289,36.815306
California State University-Fullerton,California,92831-3599,1,2,2,29677.09963,179086964,406626227,0.011330802,2116,55,1277,33,5193,1272,33,2372,1257,33,4103,875,23,4798,4662,11160,11160,5598,0,11160,368020662,854481744,441894549,412587195,3289167,412587195,,,,6481,1394,,7,,,,,,,,7882,1820,0.514269568,7932,30737,22962,2474,2474,25436,7775,3051,3051,10826,30737,5525,5525,36262,163,7770,1122,10569,11379,,3537,1722,24,6651,6596,6678,2242,405,149,164,49,4,,,,18,773,1009,346,116,143,67,2,,24,6651,6614,7451,3251,751,265,307,116,6,,2,556,951,2624,2067,637,327,408,190,13,,,,7,393,1082,578,315,395,269,12,,2,556,958,3017,3149,1215,642,803,459,25,,33433,13891,19542,19923,8043,11880,4697,1926,2771,33433,19923,4519,178,18,23,17,23,17,24,450,560,430,530,867,748,2.921444517,3.302209489,3244,78704.7194,7.392905734,0.469409854,866,-117.887433,33.879642
California State University-East Bay,California,94542,1,2,2,12628.61853,93034524,201876306,0.009920629,905,63,621,43,5254,455,32,2161,488,34,4016,520,36,5496,4872,11160,11160,5808,0,11160,179489946,317745981,164690170,153055811,3253785,153055811,,,,2495,1066,,,,,,,,,,3561,379,0.451190476,3516,11680,9711,1587,1587,11298,1969,1482,1482,3451,11680,3069,3069,14749,66,3669,1630,2195,3502,,2407,1280,21,2242,2049,2601,1521,524,289,318,142,4,,,1,9,340,557,242,143,177,113,5,,21,2243,2058,2941,2078,766,432,495,255,9,,2,41,123,453,529,272,164,227,144,14,,,0,5,215,505,246,178,203,121,9,,2,41,128,668,1034,518,342,430,265,23,,8019,2985,5034,5764,2076,3688,1362,530,832,8019,5764,1343,19,15,21,14,21,16,22,390,510,390,500,354,374,2.803156966,3.634601828,1676,80363.06497,9.058789742,0.435424354,354,-122.062441,37.658892
California State University-Long Beach,California,90840-0115,1,2,2,30172.07942,179217212,405380199,0.00531647,2342,67,1430,41,5429,1474,42,2367,1402,40,4472,1094,32,4865,4370,11160,11160,5306,0,11160,388372973,693624670,235704489,457920181,1320000,457920181,,,,6841,1816,,13,,,,,,,,8670,1782,0.54,5813,29324,23731,3023,3023,26754,5593,3210,3210,8803,29324,6233,6233,35557,219,8005,1784,9757,10541,,3450,1801,33,6725,7210,6941,2076,398,153,159,35,1,,,,28,921,1240,355,184,203,86,6,,33,6725,7238,7862,3316,753,337,362,121,7,,74,201,664,1926,1535,467,248,303,158,17,,,,3,340,1299,565,328,434,215,26,,74,201,667,2266,2834,1032,576,737,373,43,,48556,19125,29431,20391,7494,12897,4606,1710,2896,48556,20391,4537,69,18,24,18,24,18,25,460,580,440,550,1001,912,3.317636766,4.268847308,3922,79672.64835,8.365349849,0.437308869,1001,-118.122256,33.781967
California State University-Los Angeles,California,90032,1,2,2,16471.62442,105431089,272026159,0.007217188,1413,75,1170,62,5230,694,37,2110,1066,57,4039,435,23,3976,4640,11160,11160,5576,0,11160,228505556,424868324,129271882,295596442,9070861,295596442,,,,3069,1351,,,,,,,,,,4420,406,0.37350506,4276,16008,11867,1983,1983,13850,4141,2628,2628,6769,16008,4611,4611,20619,10,3674,1420,9132,2477,,2296,1610,128,3044,2656,2978,1894,588,254,227,91,7,,,3,10,390,765,359,190,165,96,5,,128,3047,2666,3368,2659,947,444,392,187,12,,299,271,437,1041,1035,462,251,231,104,10,,,1,9,359,904,493,287,332,214,29,,299,272,446,1400,1939,955,538,563,318,39,,18785,7082,11703,14372,5182,9190,1942,746,1196,18785,14372,1670,272,15,19,13,19,16,20,370,490,370,470,580,460,3.521207048,3.685125307,2123,82133.49223,9.00336216,0.48862679,579,-118.171605,34.062369
California State University-Northridge,California,91330,1,2,2,28674.05308,191290907,441917571,0.034405598,2871,71,2156,53,5511,1630,40,2125,2061,51,4100,1399,35,4908,4801,11160,11160,5737,0,11160,380963782,702529650,251523302,451006348,6113511,451006348,,,,6426,1702,,,,,,,,,,8128,1375,0.478927203,8154,29576,21885,2588,2588,24473,7691,3034,3034,10725,29576,5622,5622,35198,118,4086,2617,10382,10897,,4789,2309,54,6512,6031,5959,2280,513,226,216,89,5,,,1,27,736,942,339,192,208,140,3,,54,6513,6058,6695,3222,852,418,424,229,8,,138,482,1215,2517,1854,568,319,379,199,20,,,0,3,338,1014,579,317,435,306,42,,138,482,1218,2855,2868,1147,636,814,505,62,,23293,9614,13679,17411,6981,10430,4625,2003,2622,23293,17411,4513,112,16,21,15,21,16,22,400,530,400,520,831,934,2.898090471,4.13614356,3639,78545.07655,8.233924912,0.411998017,823,-118.527573,34.235561
California State University-Sacramento,California,95819-2694,1,2,2,25136.2239,152041086,366498792,0.028288965,1977,67,1331,45,5192,1280,43,2391,1149,39,4459,1051,36,5173,4900,11160,11160,5836,0,11160,340387529,569208804,306030581,263178223,8008147,263178223,,,,5014,962,,,,,,,,,,5976,953,0.420194004,6976,24820,20027,2469,2469,22496,4793,1952,1952,6745,24820,4421,4421,29241,218,5456,1939,4838,12204,,3902,684,39,4781,5031,6049,2714,677,295,306,128,7,,,,14,709,866,347,168,222,139,4,,39,4781,5045,6758,3580,1024,463,528,267,11,,26,276,540,1528,1266,439,241,255,183,39,,,,1,234,678,352,202,266,200,19,,26,276,541,1762,1944,791,443,521,383,58,,18132,7525,10607,12131,4817,7314,2622,1078,1544,18132,12131,2538,84,17,22,15,22,17,24,420,550,410,520,778,625,3.095134747,2.884283665,2888,76864.65335,8.282867021,0.517631404,776,-121.427431,38.567103
University of California-Berkeley,California,94720,1,2,2,34749.39264,556252000,2033088000,0.290950864,2963,68,1203,28,5276,1136,26,6891,2335,54,7957,1460,34,5199,1465,6888,29557,3397,7836,22872,1957507000,,,,,,,,,7092,2046,891,354,,,,105,15,,15,10383,3367,0.910984848,6556,25530,24797,9292,9292,34089,733,1008,1008,1741,25530,10300,10300,35830,241,12075,1253,3749,11973,,3271,3268,535,9192,10764,2828,1028,251,102,62,31,4,,1,1,89,2239,4477,1615,523,252,90,5,,536,9193,10853,5067,5505,1866,625,314,121,9,,3,41,196,260,94,60,34,24,19,2,,0,0,0,28,199,488,226,59,8,0,,3,41,196,288,293,548,260,83,27,2,,48473,23145,25328,10404,4711,5693,4261,1980,2281,48473,10404,4239,22,25,32,25,33,26,34,620,760,580,700,2304,851,6.630331713,15.77869305,16612,117866.5877,28.11559932,0.295877745,1608,-122.254334,37.87059
University of California-Davis,California,95616-8678,1,1,1,30358.78117,391145000,2987475000,0.243607869,3255,75,1657,38,5309,1663,38,6453,2677,62,6758,2180,50,5281,2470,6888,29557,3685,7836,22872,2826017000,,,,,,,,,6369,865,480,411,,,,151,65,,65,8125,3507,0.823432731,6628,24626,23841,5963,5963,29804,785,658,658,1443,24626,6621,6621,31247,214,10810,846,3749,11719,,2372,1537,490,8817,10161,3260,754,195,68,66,30,,,,3,63,1533,2666,1032,380,206,80,0,,490,8820,10224,4793,3420,1227,448,272,110,0,,13,96,214,321,83,29,11,12,6,,,,0,2,101,222,177,80,54,20,2,,13,96,216,422,305,206,91,66,26,2,,40625,18479,22146,21357,9122,12235,4972,2113,2859,40625,21357,4861,111,22,28,21,28,24,29,550,670,500,630,2787,639,9.180210445,14.98742645,16320,100465.7174,33.53560192,0.379855527,1511,-121.75008,38.54027
University of California-Irvine,California,92697,1,1,1,26542.56784,285829000,1801456000,0.230067628,2674,67,1195,30,5663,1282,32,7041,1845,46,5499,1766,44,5385,1830,6888,29557,4014,7836,22872,1846840000,,,,,,,,,5962,1136,365,103,,,,205,,,,7566,2976,0.825749168,5772,22226,21709,4460,4460,26169,517,456,456,973,22226,4916,4916,27142,109,12745,571,3410,6864,,1942,1501,509,8263,9688,2530,539,108,35,32,5,0,,,,67,1180,2067,658,262,174,48,4,,509,8263,9755,3710,2606,766,297,206,53,4,,1,36,135,213,70,27,7,14,4,10,,,,1,51,220,111,50,20,3,0,,1,36,136,264,290,138,57,34,7,10,,42424,19464,22960,20670,8907,11763,4583,2045,2538,42424,20670,4561,22,23,28,21,27,24,29,560,670,510,610,1961,531,7.388132194,12.63253812,10129,101609.6947,23.14018763,0.369025216,999,-117.842133,33.647124
University of California-Los Angeles,California,90095-1405,1,1,1,37709.98647,603432000,4847416000,0.265226239,3128,70,1469,33,5491,1286,29,6144,2395,54,8060,1732,39,5675,1378,6888,29557,2822,7836,22872,4405374000,,,,,,,,,7543,2707,748,610,,,,,336,,336,11608,3341,0.897876915,7706,26687,25772,11402,11402,37174,915,461,461,1376,26687,11863,11863,38550,178,12356,1393,5094,13415,,2902,3212,548,9108,11193,3514,965,252,83,87,20,2,,,5,132,2766,5146,2140,709,383,116,5,,548,9113,11325,6280,6111,2392,792,470,136,7,,3,67,266,369,111,38,16,30,13,2,,,0,0,76,167,98,44,57,19,0,,3,67,266,445,278,136,60,87,32,2,,55423,25006,30417,12659,5574,7085,4735,1986,2749,55423,12659,4715,20,24,31,24,32,25,33,590,720,560,680,3467,940,9.193851085,14.7891859,22283,121306.0846,38.97110919,0.383348076,1774,-118.437942,34.074002
University of California-Riverside,California,92521,1,2,2,19021.13604,208906000,520445000,0.243832154,3393,80,1977,46,5524,1861,44,5994,2823,66,6384,2388,56,5134,1619,6888,29557,3307,7836,22872,574141000,,,,,,,,,3190,438,195,,,,,83,0,,0,3823,1992,0.680792891,5244,16996,16500,2283,2283,18783,496,105,105,601,16996,2388,2388,19384,72,7034,1405,5102,3706,,1094,971,535,7784,5659,1857,476,104,35,35,14,1,,1,,28,638,976,366,140,91,40,3,,536,7784,5687,2495,1452,470,175,126,54,4,,1,92,131,177,60,15,5,9,5,1,,0,,2,16,29,13,8,25,11,1,,1,92,133,193,89,28,13,34,16,2,,30192,13740,16452,25439,11412,14027,4424,2085,2339,30192,25439,4403,21,19,24,17,24,18,26,470,610,450,560,900,227,4.731578588,9.053087032,5345,94214.82282,17.76970625,0.343249428,745,-117.331107,33.975885
University of California-San Diego,California,92093,1,1,1,27863.27719,380806000,2908774000,0.233819845,2771,74,1667,45,5368,1646,44,6309,2337,62,5835,1895,51,5131,1904,6888,29557,3098,7836,22872,2813699000,,,,,,,,,5857,1034,444,189,,,,,262,,262,7524,3334,0.860609189,5691,23143,22427,5075,5075,27502,716,200,200,916,23143,5275,5275,28418,137,12361,446,3328,8293,,1949,1904,434,7910,9447,3432,943,167,44,35,15,,,,2,95,1469,2371,759,222,118,39,,,434,7912,9542,4901,3314,926,266,153,54,,,1,27,146,318,141,46,16,19,2,,,,0,2,34,65,34,27,20,18,,,1,27,148,352,206,80,43,39,20,,,47385,21590,25795,18897,8157,10740,4292,1893,2399,47385,18897,4288,4,24,30,23,30,25,32,600,710,540,660,2444,599,8.771401811,13.62007769,16333,107199.8233,39.68664535,0.391729444,1013,-117.239122,32.875469
University of California-Santa Barbara,California,93106,1,2,2,22428.71619,257833000,773512000,0.246845827,3108,68,1565,34,5319,1546,34,6000,2380,52,8269,2170,47,5086,2189,6888,29557,3718,7836,22872,776451000,,,,,,,,,5005,591,299,,,,,83,12,,12,5895,3079,0.794170751,6461,19796,19308,2850,2850,22158,488,204,204,692,19796,3054,3054,22850,187,3712,695,4527,11190,,1733,806,502,8236,8178,1924,350,61,24,26,7,0,,,,42,756,1297,491,137,80,41,6,,502,8236,8220,2680,1647,552,161,106,48,6,,4,57,186,148,53,15,8,9,7,1,,,,0,25,79,49,16,25,9,1,,4,57,186,173,132,64,24,34,16,2,,47076,20539,26537,23184,9759,13425,4387,1989,2398,47076,23184,4363,24,23,29,22,29,23,29,540,660,520,640,1120,297,4.993598342,9.470002571,6630,105209.8044,18.14192112,0.345252774,905,-119.84342,34.414661
University of California-Santa Cruz,California,95064-1011,1,2,2,16461.14967,190407000,532015000,0.266445036,2174,68,1040,32,5426,1046,33,6075,1659,52,7665,1698,53,5484,1974,6888,29557,4265,7836,22872,527158000,,,,,,,,,3488,270,151,,,,,17,,,,3909,2138,0.74184594,4083,15259,14812,1442,1442,16254,447,74,74,521,15259,1516,1516,16775,149,3477,439,2902,8096,,1432,280,341,6485,5907,1588,357,80,26,16,12,,,,1,15,294,633,299,107,60,30,3,,341,6486,5922,1882,990,379,133,76,42,3,,1,46,147,168,50,15,8,9,3,,,,0,0,5,21,16,15,9,8,0,,1,46,147,173,71,31,23,18,11,0,,27833,12402,15431,19955,8530,11425,3965,1816,2149,27833,19955,3954,11,22,27,21,27,21,28,520,640,510,630,750,335,4.556182375,9.659106636,5125,96006.67832,18.69857247,0.320512821,572,-122.052313,36.977156
California Culinary Academy,California,94103,3,2,2,869,17324764,19523155,0.036734007,400,71,269,48,4301,4,1,2360,7,1,1714,351,63,8722,0,14160,14160,,,,25250964,70625616,12270491,,,,,,270,,,,,,152,,,,,,270,258,0.682539683,,,869,,,869,,,,,869,,,869,2,26,16,21,49,8,710,37,3,130,151,192,216,79,39,35,24,,,,,,,,,,,,,,3,130,151,192,216,79,39,35,24,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,28,11,3.222094361,1.265822785,97,48174.71429,9.896432681,0.717948718,28,-122.402691,37.765412
California Institute of the Arts,California,91355-2397,2,2,2,1392.885378,47824058,69520366,0.251525916,129,81,48,30,5768,17,11,6783,114,71,9572,106,66,10088,640,34830,34830,640,34830,34830,52589345,172556087,10238819,162317268,902696,162317268,,107209828,,195,196,,,,,,0,,,,391,102,0.649681529,301,895,889,500,500,1389,6,4,4,10,895,504,504,1399,7,147,101,148,821,,16,159,12,310,309,170,55,19,5,1,1,,7,,,1,159,228,73,25,12,1,,1,12,310,310,329,283,92,30,13,2,,8,0,0,0,0,6,0,0,0,0,,0,,,0,0,2,1,1,0,0,,0,0,0,0,0,8,1,1,0,0,,0,1719,617,797,486,212,274,160,73,87,1719,486,160,0,,,,,,,,,,,150,113,10.76901247,15.22020429,612,68546.10667,25.41486942,0.414364641,150,-118.56614,34.394751
California Maritime Academy,California,94590,1,2,2,801.527548,7055262,38062908,0.066509791,100,68,29,20,5262,52,36,6567,29,20,3674,80,55,6586,5090,11160,11160,,,,34398506,86576065,22771398,63804667,4604942,63804667,,,,152,,,,,,,,,,,152,80,0.610687023,250,823,787,,,787,36,,,36,823,,,823,7,81,21,93,533,,80,8,1,229,262,168,87,21,6,12,1,,,,,,,,,,,,,,1,229,262,168,87,21,6,12,1,,,0,6,7,7,9,4,1,1,1,,,,,,,,,,,,,,0,6,7,7,9,4,1,1,1,,,671,515,156,498,390,108,158,136,22,671,498,153,5,20,25,19,24,21,26,490,600,470,580,57,21,7.111421203,2.619997285,229,73677.33333,24.9523551,0.730769231,57,-122.230748,38.073816
Canada College,California,94061-1099,1,2,2,3399.375554,4865436,27986760,0.018043604,139,47,71,24,4308,136,46,715,7,2,1286,3,1,5000,34,624,5208,,,,33350577,161592834,130177017,31415817,8917120,31415817,,,156,,,,,200,32,7,,,,,156,25,0.129533679,2361,7280,1438,,,1438,5842,,,5842,7280,,,7280,33,831,285,3079,2405,49,566,32,53,503,303,172,148,86,58,64,50,1,,,,,,,,,,,,,53,503,303,172,148,86,58,64,50,1,,485,494,523,727,890,605,443,748,671,256,,,,,,,,,,,,,485,494,523,727,890,605,443,748,671,256,,,,,,,,,,,,,,,,,,,,,,,,,73,184,2.147453226,5.412758816,337,80278.86957,4.118403447,0.284046693,69,-122.260383,37.447062
College of the Canyons,California,91355-1899,1,2,2,11314.7937,12491371,105519307,0.003470476,456,38,280,23,3842,415,34,857,14,1,2013,71,6,5862,46,780,5580,,,,119158435,304142147,223577309,80564838,30719817,80564838,,,929,,,,,82,190,0,,,,,929,345,0.26848249,4950,23396,6129,,,6129,15446,,,15446,21575,,,21575,142,1939,1314,7206,10338,110,410,116,188,3085,1385,638,334,158,109,154,76,2,,,,,,,,,,,,,188,3085,1385,638,334,158,109,154,76,2,,1201,1898,1484,1600,1766,1370,1527,3068,1474,58,,,,,,,,,,,,,1201,1898,1484,1600,1766,1370,1527,3068,1474,58,,,,,,,,,,,,,,,,,,,,,,,,,164,425,1.449429873,3.756144488,943,87861.65854,4.206881827,0.278438031,164,-118.567583,34.407188
Cerritos College,California,90650-6298,1,2,2,11816.04058,37390207,142959812,0.005081491,1137,71,810,50,4413,1092,68,956,110,7,220,82,5,3558,52,728,5320,,,,143085906,215874411,139706032,76168379,3570212,76168379,,,1014,,,,,148,211,16,,,,,1014,314,0.231222386,6194,21775,6782,,,6782,14994,,,14994,21776,,,21776,87,1995,1218,8971,1828,34,6877,766,197,2868,1612,866,582,247,155,156,82,3,14,,,,,,,,,,,,197,2868,1612,866,582,247,155,156,82,3,14,340,3107,2581,2467,2281,1184,847,1275,742,130,40,,,,,,,,,,,,340,3107,2581,2467,2281,1184,847,1275,742,130,40,,,,,,,,,,,,,,,,,,,,,,,,291,467,2.462753899,3.952254538,1122,85496.84266,5.416365963,0.383905013,286,-118.097454,33.887435
Chaffey College,California,91737-3002,1,2,2,12009.6425,14094991,152440905,,942,56,653,39,4294,897,53,909,72,4,808,72,4,4498,34,676,5616,,,,141851085,370374331,201602501,168771830,46335638,168771830,,,1398,,,,,279,212,6,,,,,1398,252,0.18556701,6527,21399,7264,,,7264,14135,,,14135,21399,,,21399,111,2768,1078,9317,5303,297,2344,181,186,3087,1709,885,621,302,180,203,85,6,,,,,,,,,,,,,186,3087,1709,885,621,302,180,203,85,6,,428,2954,2407,2379,2071,1091,861,1307,601,36,,,,,,,,,,,,,428,2954,2407,2379,2071,1091,861,1307,601,36,,,,,,,,,,,,,,,,,,,,,,,,,231,628,1.923454425,5.22913151,1205,87344.44144,4.621286606,0.268917346,222,-117.575668,34.145967
Chapman University,California,92866,2,2,2,10093.31651,276980205,294609762,0.246051684,860,84,179,17,6782,125,12,9370,818,79,20136,585,57,6705,974,35790,35790,474,14429,14429,238387912,722068034,185226817,536841217,67505311,536841217,,143178769,23,1891,1458,4,213,2,,,127,,,,3589,580,0.702179177,1369,7069,5423,2978,2978,8401,1644,2739,2739,4383,7067,5717,5717,12784,100,923,618,1825,7281,,1807,230,73,1867,1916,550,356,215,164,200,79,0,3,1,1,30,773,988,382,259,365,173,3,3,74,1868,1946,1323,1344,597,423,565,252,3,6,2,28,106,265,367,232,203,287,145,2,7,0,0,6,200,657,478,430,582,361,11,14,2,28,112,465,1024,710,633,869,506,13,21,6159,2490,3669,3468,1368,2100,1032,451,581,6159,3468,1028,4,25,29,25,31,24,29,568,678,547,661,404,1161,4.00264868,11.50266118,2517,93135.6725,12.34480261,0.258146965,400,-117.85168,33.79303
Concordia University,California,92612-3203,2,2,2,2384.891837,42649202,47808433,0.312361179,288,96,71,24,5005,56,19,7554,285,95,11497,187,62,7595,300,24650,24650,0,5975,5975,40827291,87875263,48939266,38935997,9403892,38935997,,5742511,0,352,569,,,,,,,,,,921,139,0.524528302,486,1431,1365,908,908,2273,66,225,225,291,1431,1133,1133,2564,23,121,86,307,1472,,459,96,3,435,530,253,87,14,10,23,10,,,,,,69,216,146,162,206,109,,,3,435,530,322,303,160,172,229,119,,,0,3,4,20,24,4,3,7,1,,,,,,15,67,35,28,50,30,,,0,3,4,35,91,39,31,57,31,,,1915,666,1249,1192,405,787,328,128,200,1915,1192,328,0,19,25,,,,,450,570,460,560,77,203,3.228657954,8.553847048,463,52774.05556,9.644043241,0.274021352,72,-117.8077,33.655664
San Diego Christian College,California,92019-1157,2,2,2,414.649492,9940375,9961555,0.251048074,63,100,17,27,4223,10,16,8892,56,89,8190,46,73,7011,1030,20580,20580,250,11940,11940,10006320,5141428,3661905,1479523,805607,1479523,,3104602,,82,,,,,,,4,,,,82,45,0.592105263,171,421,387,12,12,399,34,6,6,40,421,18,18,439,10,24,42,67,282,,6,8,3,100,152,75,31,7,5,11,3,,,,,4,3,1,1,,2,1,,,3,100,156,78,32,8,5,13,4,,,1,3,5,6,3,0,3,7,6,,,,,0,1,2,2,,1,0,,,1,3,5,7,5,2,3,8,6,,,255,106,149,152,66,86,64,36,28,255,152,63,1,18,23,17,24,17,22,385,480,410,535,13,58,3.135178084,13.98771761,122,46290.53846,12.54071234,0.183098592,13,-116.904289,32.79999
Citrus College,California,91741-1899,1,2,2,7500.520177,10522743,79922549,,500,44,355,31,4458,486,42,975,14,1,447,18,2,5974,32,780,780,,,,99493798,173073522,98423231,74650291,6282427,74650291,,,959,,,,,252,236,2,,,,,959,331,0.28633218,4216,12852,4774,,,4774,8121,,,8121,12895,,,12895,62,422,369,3443,2006,0,6287,306,147,2091,1320,611,342,111,63,64,23,2,,,,,,,,,,,,,147,2091,1320,611,342,111,63,64,23,2,,271,2007,1670,1471,1079,519,339,491,238,36,,,,,,,,,,,,,271,2007,1670,1471,1079,519,339,491,238,36,,,,,,,,,,,,,,,,,,,,,,,,,168,264,2.239844651,3.519755881,799,85820.54762,5.946254253,0.388888889,168,-117.884047,34.135951
Claremont McKenna College,California,91711-6400,2,2,2,1236.785714,47731000,136941000,0.362049821,120,43,57,20,2741,22,8,9708,115,41,29296,22,8,5676,235,38275,38275,200,44500,44500,80142000,921366000,205434000,715932000,13533000,715932000,,594717000,,296,20,,,,,,,,,,316,260,0.931899642,314,1218,1216,20,20,1236,2,,,2,1218,20,20,1238,2,143,39,108,603,,262,81,20,575,577,40,4,,,,,,,,,,16,3,,1,,,,,20,575,577,56,7,,1,,,,,1,0,0,0,1,,,,,,,,,,,,,,,,,,1,0,0,0,1,,0,,,,,4276,1961,2315,697,337,360,282,155,127,4276,697,282,0,29,33,,,,,660,740,630,760,149,12,12.04735779,0.970257003,447,100015.1745,32.90788335,0.925465839,149,-117.707045,34.102557
Coastline Community College,California,92708-2597,1,2,2,27067.21642,37115461,258300748,5.39E-008,1708,42,1134,28,4447,1683,41,876,6,0,1317,100,2,4371,26,624,4560,,,,310276352,569872025,408719040,161152985,90898233,161152985,,,4146,,,,,638,374,143,,,,,4146,1134,0.320610687,17570,50524,15211,,,15211,35314,,,35314,50525,,,50525,371,12417,1934,10625,20026,924,3173,1055,364,6795,3604,1915,1214,412,275,383,217,31,1,,,,,,,,,,,,364,6795,3604,1915,1214,412,275,383,217,31,1,1024,4850,5295,5902,6015,3232,2417,3653,2428,484,14,,,,,,,,,,,,1024,4850,5295,5902,6015,3232,2417,3653,2428,484,14,,,,,,,,,,,,,,,,,,,,,,,,489,1040,1.806613552,3.842286491,2493,93938.91983,5.172308738,0.319816874,474,-117.929579,33.716363
Coleman University,California,92123-1506,2,2,2,489.607123,7117800,12132991,,59,87,37,54,2354,4,6,3247,1,1,1000,59,87,6525,100,45360,45360,100,22500,22500,9070683,9485875,4157528,5328347,187468,5328347,,1911042,94,103,40,,,,140,,,,,,237,,,68,530,391,44,44,435,139,,,139,530,44,44,574,8,87,65,94,268,0,29,23,3,17,33,75,111,61,34,36,20,0,1,,,,7,20,11,2,3,1,,,3,17,33,82,131,72,36,39,21,0,1,0,2,10,24,27,29,18,21,4,2,2,,,,,,,,,,,,0,2,10,24,27,29,18,21,4,2,2,58,50,8,58,50,8,58,50,8,58,58,58,0,,,,,,,,,,,17,58,3.472171707,14.50142301,144,34478.70588,13.07170525,0.193181818,17,-117.135995,32.82143
